FAC_NO,FAC_NAME,YEAR_QTR,BEG_DATE,END_DATE,OP_STATUS,COUNTY_NAME,HSA,HFPA,TYPE_CNTRL,TYPE_HOSP,TEACH_RURL,PHONE,ADDRESS,CITY,ZIP_CODE,CEO,LIC_BEDS,AVL_BEDS,STF_BEDS,DIS_MCAR,DIS_MCAR_MC,DIS_MCAL,DIS_MCAL_MC,DIS_CNTY,DIS_CNTY_MC,DIS_THRD,DIS_THRD_MC,DIS_INDGNT,DIS_OTH,DIS_TOT,DIS_LTC,DAY_MCAR,DAY_MCAR_MC,DAY_MCAL,DAY_MCAL_MC,DAY_CNTY,DAY_CNTY_MC,DAY_THRD,DAY_THRD_MC,DAY_INDGNT,DAY_OTH,DAY_TOT,DAY_LTC,VIS_MCAR,VIS_MCAR_MC,VIS_MCAL,VIS_MCAL_MC,VIS_CNTY,VIS_CNTY_MC,VIS_THRD,VIS_THRD_MC,VIS_INDGNT,VIS_OTH,VIS_TOT,GRIP_MCAR,GRIP_MCAR_MC,GRIP_MCAL,GRIP_MCAL_MC,GRIP_CNTY,GRIP_CNTY_MC,GRIP_THRD,GRIP_THRD_MC,GRIP_INDGNT,GRIP_OTH,GRIP_TOT,GROP_MCAR,GROP_MCAR_MC,GROP_MCAL,GROP_MCAL_MC,GROP_CNTY,GROP_CNTY_MC,GROP_THRD,GROP_THRD_MC,GROP_INDGNT,GROP_OTH,GROP_TOT,BAD_DEBT,CADJ_MCAR,CADJ_MCAR_MC,CADJ_MCAL,CADJ_MCAL_MC,DISP_855,CADJ_CNTY,CADJ_CNTY_MC,CADJ_THRD,CADJ_THRD_MC,CHAR_HB,CHAR_OTH,SUB_INDGNT,TCH_ALLOW,TCH_SUPP,DED_OTH,DED_TOT,CAP_MCAR,CAP_MCAL,CAP_CNTY,CAP_THRD,CAP_TOT,NET_MCAR,NET_MCAR_MC,NET_MCAL,NET_MCAL_MC,NET_CNTY,NET_CNTY_MC,NET_THRD,NET_THRD_MC,NET_INDGNT,NET_OTH,NET_TOT,OTH_OP_REV,TOT_OP_EXP,PHY_COMP,NONOP_REV,DIS_PIPS,DAY_PIPS,EXP_PIPS,EXP_POPS,CAP_EXP,FIX_ASSETS,DISP_TRNFR,DIS_TOT_CC,PAT_DAY_TOT_CC,TOT_OUT_VIS_CC,GROS_INPAT_REV_CC,GROS_OUTPAT_REV_CC,CONTR_ADJ_CC,OTHR_DEDUCT_CC,CAP_PREM_REV_CC,NET_PAT_REV_CC,QA_FEES,QA_SUPPL_PAY,MNGD_CARE_QA_PAY
106240924,MEMORIAL HOSPITAL - LOS BANOS,2018R1,04-01-2017,03/31/2018,Open,Merced,6,517,Non Profit Corp.,Comparable,Teaching,209-826-0591,520 WEST I STREET,LOS BANOS,93635,ASH GOKLI,40,40,16,434,55,219,704,0,0,14,252,8,8,"1,694",0,"1,357",183,381,"1,307",0,0,29,476,15,18,"3,766",0,"6,049",472,"1,913","28,568",0,0,718,"7,556","1,996",525,"47,797","2,04,64,310","30,53,414","68,82,325","2,38,26,026",0,0,"4,60,539","85,32,916","2,92,760","2,25,080","6,37,37,370","3,46,05,165","46,45,049","1,07,44,785","8,50,35,727",0,0,"48,87,213","2,99,34,428","81,32,429","25,31,312","18,05,16,108","23,72,187","3,86,68,749","56,42,465","-1,42,32,132","9,66,24,398","-8,61,868",0,0,"33,98,050","1,19,81,464",0,"84,42,095",0,0,0,"6,79,520","15,27,14,928",0,0,0,0,0,"1,64,00,726","20,55,998","3,27,21,110","1,22,37,355",0,0,"19,49,702","2,59,17,608",0,"2,56,051","9,15,38,550","9,04,049","6,27,95,257",0,"-1,409",0,0,0,0,"24,95,850","1,27,69,746",0,0,0,0,0,0,0,0,0,0,0,0,0
106500939,MEMORIAL HOSPITAL - MODESTO,2018R1,04-01-2017,03/31/2018,Open,Stanislaus,6,511,Non Profit Corp.,Comparable,,209-526-4500,1700 COFFEE ROAD,MODESTO,95355,DARYN KUMAR,423,423,260,"5,916","2,790",916,"3,221",0,0,370,"3,812",114,51,"17,190",0,"28,928","13,697","4,917","12,593",0,0,"1,509","12,484",432,167,"74,727",0,"16,853","8,001","4,369","36,633",0,0,"2,304","19,468","1,750","1,405","90,783","51,80,31,296","24,20,47,711","7,93,67,134","23,38,02,759",0,0,"2,86,93,351","24,79,01,614","81,38,119","32,32,252","1,36,12,14,236","27,35,67,636","13,81,03,593","2,27,68,373","16,09,63,596",0,0,"2,25,71,997","25,72,36,626","1,13,87,737","1,05,57,003","89,71,56,561","72,25,004","67,49,19,812","36,61,68,566","87,72,143","33,48,22,386",0,0,0,"4,01,74,347","24,25,54,388",0,"1,95,25,856",0,0,0,"55,30,516","1,69,96,93,018","4,71,47,955",0,0,"3,20,95,850","7,92,43,805","11,66,79,120","6,11,30,693","9,33,63,364","5,99,43,969",0,0,"1,10,91,001","29,46,79,702",0,"10,33,735","63,79,21,584","1,11,12,465","59,45,83,190",0,"-24,49,979",0,0,0,0,"1,54,49,296","19,73,22,711",0,0,0,0,0,0,0,0,0,0,0,0,0
106231013,MENDOCINO COAST DISTRICT HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Mendocino,1,111,District,Comparable,Teaching,707-961-1234,700 RIVER DRIVE,FORT BRAGG,95437,BOB EDWARDS,25,25,17,479,0,24,198,0,0,130,0,0,22,853,125,"1,808",0,75,666,0,0,500,0,0,51,"3,100","1,086","28,427",0,838,"10,530",0,0,"10,659",0,0,977,"51,431","1,43,40,814",0,"6,10,372","57,32,701",0,0,"49,80,002",0,0,"3,20,417","2,59,84,306","5,34,29,863",0,"14,15,294","1,83,06,466",0,0,"1,76,37,835",0,0,"16,85,288","9,24,74,746","19,40,089","3,82,57,569",0,"20,95,504","1,53,06,012",0,0,0,"1,07,27,306",0,0,"1,56,911",0,0,0,0,"6,84,83,391",0,0,0,0,0,"2,95,13,108",0,"-69,838","87,33,155",0,0,"1,18,90,531",0,0,"-91,295","4,99,75,661","23,26,993","5,65,45,562",0,"18,84,886",0,0,0,0,"11,35,863","1,49,46,496",0,0,0,0,0,0,0,0,0,0,0,0,0
106334018,MENIFEE VALLEY MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Riverside,12,1109,District,Comparable,,951-679-8888,28400 MCCALL BOULEVARD,SUN CITY,92585,DAN MCLAUGHLIN,84,84,48,527,"1,223",62,651,0,0,51,192,0,16,"2,722",0,"2,746","5,004",291,"2,984",0,0,206,707,0,72,"12,010",0,"2,154","4,690","1,385","8,647",0,0,690,"2,405",0,"1,467","21,438","3,29,69,859","7,32,90,729","1,14,36,233","2,82,22,996",0,0,"66,31,729","84,46,504",0,"8,50,237","16,18,48,287","1,19,59,050","3,35,25,013","57,76,181","3,24,11,728",0,0,"47,85,109","1,16,48,833",0,"30,58,158","10,31,64,072","48,80,268","3,38,68,829","9,29,45,984","1,56,91,345","5,63,65,881",0,0,0,"69,56,096","1,28,77,290",0,0,0,0,0,75,"22,35,85,768",0,0,0,0,0,"1,10,60,080","1,38,69,756","15,21,069","42,68,842",0,0,"44,60,742","72,18,043",0,"-9,71,941","4,14,26,591","11,50,440","4,11,33,872",0,0,0,0,0,0,"13,15,402","37,71,808",0,0,0,0,0,0,0,0,0,0,0,0,0
106414018,MENLO PARK SURGICAL HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,San Mateo,4,428,Investor - Corp.,Comparable,,650-324-8500,570 WILLOW ROAD,MENLO PARK,94025,JANET A. WAGNER,16,16,2,46,7,0,2,0,0,2,149,0,11,217,0,54,8,0,2,0,0,6,253,0,11,334,0,964,204,1,20,0,0,14,"1,835",0,31,"3,069","27,06,184","3,85,011",0,"60,673",0,0,"2,46,121","1,08,87,665",0,"6,60,736","1,49,46,390","93,82,802","13,15,388","42,336","6,25,557",0,0,"1,86,605","2,35,26,966",0,"13,89,901","3,64,69,555","1,25,940","94,56,962","13,63,595","37,331","6,54,732",0,0,0,"3,00,336","1,91,72,388",0,0,0,0,0,"15,29,093","3,26,40,377",0,0,0,0,0,"26,32,024","3,36,804","5,005","31,498",0,0,"1,32,390","1,52,42,243",0,"3,95,604","1,87,75,568","36,069","1,49,62,583",0,"1,72,825",0,0,0,0,"13,18,649","72,31,081",0,0,0,0,0,0,0,0,0,0,0,0,0
106340947,MERCY GENERAL HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Sacramento,2,311,Church,Comparable,,916-453-4545,4001 J STREET,SACRAMENTO,95819,EDMUNDO CASTANEDA,432,394,394,"4,112","2,773","1,136","3,678",0,0,197,"3,409",54,30,"15,389",0,"20,609","12,692","5,326","14,676",0,0,936,"12,725",257,199,"67,420",0,"21,749","12,755","4,441","27,550",0,0,"1,470","31,249",821,"2,083","1,02,118","58,47,82,865","43,82,73,374","11,07,93,564","32,75,44,704",0,0,"3,17,43,710","43,64,22,716","64,71,897","52,21,965","1,94,12,54,795","23,88,28,976","11,51,15,724","2,56,54,073","17,12,81,393",0,0,"1,41,21,697","23,88,44,046","65,64,715","50,90,445","81,55,01,069","74,03,222","68,88,07,934","46,23,66,525","10,20,24,217","38,93,04,049",0,0,0,"3,64,72,619","49,33,90,065",0,"2,10,66,520",0,0,0,"1,02,95,698","2,21,11,30,849","1,06,78,841",0,0,"6,91,44,341","7,98,23,182","13,08,45,156","10,08,69,509","2,90,86,162","10,74,89,470",0,0,"91,95,366","24,71,52,804",0,"8,09,730","62,54,48,197","81,32,550","57,40,36,429",0,"59,59,227",0,0,0,0,"1,44,70,608","26,30,73,143",0,0,0,0,0,0,0,0,0,0,0,0,0
106150761,MERCY HOSPITAL - BAKERSFIELD,2018R1,04-01-2017,03/31/2018,Open,Kern,9,617,Non Profit Corp.,Comparable,,661-632-5000,2215 TRUXTUN AVENUE,BAKERSFIELD,93301,BRUCE PETERS,222,218,123,"2,528",938,965,"3,225",0,0,682,"3,639",20,92,"12,089",0,"10,051","3,627","3,126","10,890",0,0,"3,365","10,686",57,273,"42,075",0,"20,932","8,589","10,873","49,821",8,0,"6,991","28,487","2,042","7,890","1,35,633","17,77,96,922","6,82,61,488","4,83,71,010","17,01,60,291",0,0,"4,74,70,016","16,55,75,604","8,71,081","43,08,235","68,28,14,647","8,64,50,513","4,31,69,987","4,38,33,814","19,83,87,279","34,003",0,"2,94,62,988","13,83,65,898","49,48,973","1,02,63,374","55,49,16,829","1,38,21,396","22,09,28,355","9,71,60,285","4,77,75,305","32,47,05,813",0,"33,915",0,"5,79,38,372","18,33,68,681",0,"75,31,193",0,0,0,"1,01,24,050","96,33,87,365","1,23,31,318",0,0,"2,26,11,157","3,49,42,475","4,13,12,258","2,33,75,394","4,08,19,530","4,31,35,081",88,0,"1,87,00,081","14,06,95,055",0,"12,49,099","30,92,86,586","26,78,419","31,88,41,876",0,"1,29,68,083",0,0,0,0,"1,93,55,027","7,21,32,498",0,0,0,0,0,0,0,0,0,0,0,0,0
106344029,MERCY HOSPITAL - FOLSOM,2018R1,04-01-2017,03/31/2018,Open,Sacramento,2,309,Church,Comparable,,916-983-7500,1650 CREEKSIDE DRIVE,FOLSOM,95630,EDMUNDO CASTANEDA,106,106,106,"2,359",888,333,773,0,0,97,"2,050",21,64,"6,585",0,"9,065","3,438","1,161","3,095",0,0,346,"5,806",51,161,"23,123",0,"9,077","3,931","3,073","16,092",3,0,"1,428","24,690",542,"1,887","60,723","19,70,62,239","7,76,02,904","2,30,17,071","6,55,86,218",0,0,"68,61,389","13,32,23,542","11,76,731","35,02,956","50,80,33,050","9,72,11,856","4,27,44,191","2,15,16,389","10,35,48,655","20,984",0,"1,13,13,871","18,76,77,118","42,89,395","1,11,38,165","47,94,60,624","1,34,42,859","25,42,18,527","10,80,61,899","3,51,72,951","14,61,04,721",0,"19,569",0,"1,55,85,765","17,88,31,696",0,"81,71,076",0,0,0,"82,10,969","76,78,20,032","41,93,195",0,0,"2,66,87,845","3,08,81,040","3,80,63,765","1,57,48,034","76,30,020","2,20,71,107",141,0,"24,61,357","16,29,63,506",0,"16,16,752","25,05,54,682","10,46,902","20,20,98,423",0,"2,53,87,190",0,0,0,0,"28,80,663","4,58,46,493",0,0,0,0,0,0,0,0,0,0,0,0,0
106240942,MERCY MEDICAL CENTER - MERCED,2018R1,04-01-2017,03/31/2018,Open,Merced,6,515,Non Profit Corp.,Comparable,,209-564-5000,333  MERCY AVENUE,MERCED,95340,DAVID DUNHAM,186,186,142,"4,870",442,"1,021","4,659",0,0,232,"1,900",7,88,"13,219",0,"22,344","1,945","2,843","15,007",0,0,692,"5,647",22,326,"48,826",0,"47,208","3,159","11,480","87,561",22,0,"4,921","25,394","1,200","6,070","1,87,015","38,44,29,874","3,25,55,101","4,18,04,592","23,94,65,974",0,0,"1,26,61,907","10,25,88,028","3,85,210","57,01,350","81,95,92,036","13,83,40,738","1,00,25,658","3,14,43,410","23,82,68,958","46,137",0,"1,39,64,173","8,49,51,290","31,05,381","1,19,48,814","53,20,94,559","1,60,28,871","43,93,31,147","3,61,37,704","64,18,708","40,12,48,902","-9,38,269","45,319",0,"1,96,41,916","8,13,21,803",0,"86,70,798",0,0,0,"1,51,75,631","1,02,30,82,530",0,0,0,0,0,"8,06,89,652","56,23,705","6,17,92,522","7,18,37,961",818,0,"65,22,260","10,11,79,797",0,"9,57,350","32,86,04,065","32,56,831","30,76,53,471",0,"44,227",0,0,0,0,"86,23,466","19,47,83,670",0,0,0,0,0,0,0,0,0,0,0,0,0
106470871,MERCY MEDICAL CENTER - MT. SHASTA,2018R1,04-01-2017,03/31/2018,Open,Siskiyou,1,205,Non Profit Other,Comparable,Teaching,530-225-6000,"914 PINE STREET, ",MOUNT SHASTA,96067,KENNETH PLATOU,33,25,25,464,32,28,225,0,0,45,151,6,8,959,0,"1,442",84,79,554,0,0,104,355,10,18,"2,646",0,"30,211","1,334","1,703","16,258",0,0,"2,837","13,381",279,991,"66,994","2,26,34,853","12,73,164","9,96,185","77,90,949",0,0,"23,11,432","66,27,537","1,31,588","2,98,628","4,20,64,336","3,66,72,070","26,78,627","27,30,675","1,94,70,627",0,0,"56,31,945","1,57,07,431","3,45,607","11,79,294","8,44,16,276","18,25,254","4,06,10,351","22,20,845","21,71,847","1,55,31,293",0,0,0,"26,61,050","33,80,400",0,"10,55,386",0,0,0,"15,70,477","7,10,26,903",0,"2,63,732",0,"88,939","3,52,671","1,77,42,386","16,79,516","11,76,934","1,17,15,299",0,0,"51,37,290","1,79,96,358",0,"3,58,597","5,58,06,380","4,11,767","5,84,19,869",0,"13,79,434",0,0,0,0,"33,61,484","1,53,70,155",0,0,0,0,0,0,0,0,0,0,0,0,0
106450949,MERCY MEDICAL CENTER - REDDING,2018R1,04-01-2017,03/31/2018,Open,Shasta,1,209,Church,Comparable,,530-225-6000,2175 ROSALINE AVENUE,REDDING,96001,TODD SMITH,267,267,267,"6,323",217,771,"3,070",0,0,477,"2,233",33,93,"13,217",0,"29,047","1,067","5,350","14,783",0,0,"2,220","8,047",114,356,"60,984",0,"91,721","1,234","8,939","49,402",4,0,"8,588","37,611","1,166","4,297","2,02,962","55,35,92,316","1,91,58,833","8,08,07,964","21,94,65,963",0,0,"4,45,64,611","15,95,28,529","24,77,074","68,24,443","1,08,64,19,733","34,26,14,373","68,77,949","3,01,47,936","16,71,54,022","25,249",0,"3,59,03,263","13,94,45,504","42,62,352","89,87,855","73,54,18,503","1,63,27,022","72,43,43,226","2,15,17,895","7,25,08,864","26,29,98,612",0,"23,706",0,"5,78,61,938","14,06,46,375",0,"1,79,44,783",0,0,0,"1,45,32,332","1,32,87,04,753",0,"3,23,951",0,0,"3,23,951","16,66,66,714","44,07,542","2,69,80,673","12,20,67,538",609,0,"2,13,79,385","15,04,75,474",0,"14,79,499","49,34,57,434","29,36,696","45,99,79,565",0,"5,51,69,192",0,0,0,0,"1,37,21,769","9,20,60,049",0,0,0,0,0,0,0,0,0,0,0,0,0
106340950,MERCY SAN JUAN HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Sacramento,2,309,Non Profit Corp.,Comparable,,916-537-5000,6501 COYLE AVENUE,CARMICHAEL,95608,MICHAEL KORPIEL,370,370,370,"5,805","2,594","1,991","5,082",1,0,625,"3,227",76,110,"19,511",0,"29,327","11,763","15,499","22,910",2,0,"1,803","14,187",270,349,"96,110",0,"80,122","25,244","15,515","43,161",3,0,"4,159","28,712","2,275","3,181","2,02,372","68,46,11,581","28,00,02,077","27,80,68,729","45,30,65,182","26,239",0,"3,83,49,247","34,93,65,624","84,32,620","1,07,42,094","2,10,26,63,393","22,37,63,323","9,44,16,234","4,87,84,863","23,12,09,880","13,616",0,"1,41,56,786","22,15,12,386","99,41,769","1,80,05,663","86,18,04,520","2,72,74,475","75,83,93,281","32,39,37,689","24,28,00,359","51,15,97,384",0,"33,805",0,"4,39,26,381","38,54,39,475",0,"3,20,32,158",0,0,0,"2,10,32,140","2,34,64,67,147","1,02,83,307",0,0,"5,80,12,298","6,82,95,605","14,40,71,596","5,90,05,409","7,09,70,690","16,64,85,229","3,432",0,"83,03,540","23,45,55,252",0,"29,01,223","68,62,96,371","24,53,758","65,11,90,587",0,"70,80,503",0,0,0,0,"1,15,32,520","14,41,01,330",0,0,0,0,0,0,0,0,0,0,0,0,0
106013687,MERRITT PERALTA INSTITUTE CDRH,2018R1,04-01-2017,03/31/2018,Open,Alameda,5,417,Non Profit Corp.,Comparable,,510-869-8802,3012 SUMMIT STREET,OAKLAND,94609,CHUCK PROSPER,24,24,21,1,10,2,4,0,0,33,439,3,4,496,0,4,187,29,56,0,0,748,"6,037",21,44,"7,126",0,0,0,0,0,0,0,176,"2,596",0,48,"2,820","7,688","4,16,678","57,236","1,34,341",0,0,"15,31,852","1,40,82,391","55,750","79,583","1,63,65,519",0,0,0,0,0,0,"3,09,709","27,66,718",0,"63,563","31,39,990",0,0,"2,59,430",0,"10,582",0,0,0,"6,81,358","97,64,120",0,"55,750",0,0,0,"59,196","1,08,30,436",0,0,0,0,0,"7,688","1,57,248","57,236","1,23,759",0,0,"11,60,203","70,84,989",0,"83,950","86,75,073","1,580","34,53,720",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106340951,METHODIST HOSPITAL - SACRAMENTO,2018R1,04-01-2017,03/31/2018,Open,Sacramento,2,311,Non Profit Corp.,Comparable,,916-423-3000,7500 HOSPITAL DRIVE,SACRAMENTO,95823,PHYLLIS BALTZ,329,329,329,"2,673","1,272","1,651","3,418",0,0,183,"1,350",46,53,"10,646",126,"13,019","6,675","54,012","13,747",0,0,515,"4,452",355,458,"93,233","14,114","16,827","5,487","12,197","44,720",0,0,"6,508","18,122","2,071","1,472","1,07,404","21,55,72,986","8,97,00,687","17,00,65,190","23,97,31,455",0,0,"1,03,65,922","9,06,61,783","31,94,445","34,66,982","82,27,59,450","9,40,04,206","3,74,17,918","4,11,83,022","22,77,78,902",0,0,"1,66,82,962","8,20,33,943","99,35,634","73,65,996","51,64,02,583","1,09,30,852","25,83,59,936","11,03,02,796","14,45,00,254","37,88,73,102",0,0,0,"2,01,63,535","11,14,91,405",0,"1,74,47,031",0,0,0,"81,22,839","1,06,01,91,750","42,81,296",0,0,"2,34,39,982","2,77,21,278","4,88,73,628","2,05,15,675","6,33,26,069","8,60,76,005",0,0,"66,97,188","8,03,86,265",0,"8,16,731","30,66,91,561","29,23,131","30,92,91,585",0,"6,82,370",0,0,0,0,"55,58,846","10,89,42,417",0,0,0,0,0,0,0,0,0,0,0,0,0
106190529,METHODIST HOSPITAL - SOUTHERN CALIFORNIA,2018R1,04-01-2017,03/31/2018,Open,Los Angeles,11,913,Non Profit Corp.,Comparable,,626-898-8000,300 WEST HUNTINGTON DRIVE,ARCADIA,91007,DAN AUSMAN,348,272,272,"5,725","3,180",752,"1,651",0,0,518,"3,375",68,434,"15,703",0,"33,679","12,871","3,287","7,282",0,0,"1,855","11,589",217,"1,541","72,321",0,"12,700","8,670","5,400","21,161",0,0,"4,565","21,106",91,"2,234","75,927","50,82,30,268","26,72,70,163","5,48,58,017","13,86,22,606",0,0,"3,52,28,234","21,87,02,541","23,79,946","1,80,59,153","1,24,33,50,928","9,68,30,215","6,70,62,293","2,56,51,671","8,96,50,678",0,0,"2,32,20,490","11,84,50,982","8,34,435","1,16,48,466","43,33,49,230","27,04,736","50,44,20,160","27,60,07,229","7,32,04,676","20,70,31,518",0,0,0,"4,68,02,279","25,42,64,922",0,"32,14,382",0,0,0,"2,59,58,869","1,39,36,08,771","9,10,645",0,0,0,"9,10,645","9,79,20,605","5,49,81,902","69,02,462","2,01,00,399",0,0,"1,10,61,960","7,95,17,067",0,"1,35,17,637","28,40,02,032","35,42,855","27,55,59,532",0,"1,08,73,879",0,0,0,0,"60,69,746","24,15,33,446",0,0,0,0,0,0,0,0,0,0,"46,88,957",0,0
106190958,METROPOLITAN STATE HOSPITAL,2018R1,04-01-2017,03/31/2018,Open,Los Angeles,11,921,State,State Hospitals,,562-863-7011,11401 BLOOMFIELD AVENUE,NORWALK,90650,WILLIAM SILVA,"1,106",826,826,163,0,0,0,0,0,18,0,0,692,873,0,"1,19,375",0,0,0,0,0,725,0,0,"1,57,295","2,77,395",0,0,0,0,0,0,0,0,0,0,0,0,"8,31,13,193",0,0,0,0,0,"5,09,380",0,0,"10,92,29,634","19,28,52,207",0,0,0,0,0,0,0,0,0,0,0,0,873,0,0,0,0,0,0,0,0,0,0,0,0,0,"45,331","46,204",0,0,0,0,0,"8,31,12,320",0,0,0,0,0,"5,09,380",0,0,"10,91,84,303","19,28,06,003",0,"20,75,88,214",0,"1,47,82,211",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
106410852,MILLS-PENINSULA MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,San Mateo,4,427,Non Profit Corp.,Comparable,,650-696-5400,1501 TROUSDALE DRIVE,BURLINGAME,94010,JANET A. WAGNER,301,301,203,"3,952","2,229",615,878,0,0,188,"5,216",187,166,"13,431",0,"19,383","10,946","3,736","3,800",0,0,697,"18,548",593,500,"58,203",0,"11,209","5,731","1,083","11,718",0,0,"1,071","26,692","1,280","1,788","60,572","33,67,25,793","17,32,79,383","3,80,95,910","5,90,40,673",0,0,"1,17,07,591","25,65,70,087","85,62,395","69,24,816","89,09,06,648","22,29,73,756","11,33,85,192","70,36,491","6,81,18,138",0,0,"1,19,75,888","35,18,67,601","78,87,768","1,27,81,500","79,60,26,334","54,43,598","45,45,31,431","25,12,89,150","-1,73,06,413","10,88,50,746",0,0,0,"1,46,89,017","26,82,59,515",0,"1,64,50,163",0,0,0,"1,22,11,553","1,11,44,18,760","4,07,00,497",0,0,"4,01,96,146","8,08,96,643","10,51,68,118","7,60,75,922","6,24,38,814","1,83,08,065",0,0,"89,94,462","38,03,74,319",0,"20,51,165","65,34,10,865","1,64,14,561","64,33,08,511",0,"34,00,420",0,0,0,0,"1,24,70,195","53,38,38,197",0,0,0,0,0,0,0,0,0,0,0,0,0
106190681,MIRACLE MILE MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Los Angeles,11,925,Investor - Corp.,Comparable,,323-930-1040,6000 SAN VICENTE BOULEVARD,LOS ANGELES,90036,GIL TEPPER,17,17,3,55,0,0,0,0,0,0,0,0,176,231,0,123,0,0,0,0,0,0,0,0,382,505,0,45,0,0,0,0,0,0,0,0,248,293,"90,20,239",0,0,0,0,0,0,0,0,"2,70,98,568","3,61,18,807","7,90,132",0,0,0,0,0,0,0,0,"49,39,336","57,29,468","20,92,414","70,10,262",0,0,0,0,0,0,0,0,0,0,0,0,0,"2,34,77,550","3,25,80,226",0,0,0,0,0,"28,00,109",0,0,0,0,0,0,0,0,"64,67,940","92,68,049",0,"99,76,142",0,0,0,0,0,0,"2,46,880","16,37,194",0,0,0,0,0,0,0,0,0,0,0,0,0
106190524,MISSION COMMUNITY HOSPITAL - PANORAMA,2018R1,04-01-2017,03/31/2018,Open,Los Angeles,11,905,Non Profit Corp.,Comparable,,818-787-2222,14850 ROSCOE BOULEVARD,PANORAMA CITY,91402,JAMES THEIRING,145,145,135,"2,820",539,"1,374","1,467",0,0,0,0,81,"1,268","7,549",0,"12,208","2,165","10,147","11,194",0,0,0,0,334,"4,400","40,448",0,"6,509",914,"3,228","2,930",0,0,0,0,152,"2,137","15,870","10,95,88,530","1,44,91,701","3,75,20,962","4,34,00,304",0,0,0,0,"17,01,315","3,86,57,417","24,53,60,229","1,71,64,568","21,34,933","82,68,076","90,41,130",0,0,0,0,"3,58,092","92,53,435","4,62,20,234","87,40,450","7,37,08,471","84,38,214","3,66,06,388","3,85,26,481","-19,44,339",0,0,0,0,0,"20,59,407",0,0,0,"2,86,09,433","19,47,44,505",0,"52,47,562",0,0,"52,47,562","5,30,44,625","81,88,420","1,12,18,277","1,89,01,109",0,0,0,0,0,"1,07,31,089","10,20,83,520","7,98,726","9,30,30,858",0,0,0,0,0,0,"3,68,917","29,90,223",0,0,0,0,0,0,0,0,0,0,0,0,0
106301262,MISSION HOSPITAL REGIONAL MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Orange,13,1017,Non Profit Corp.,Comparable,,949-364-1400,27700 MEDICAL CENTER ROAD,MISSION VIEJO,92691,TAREK SALAWAY,523,404,234,"5,922","3,216","1,097","1,929",0,0,321,"6,339",60,325,"19,209",0,"26,184","13,371","4,736","7,522",0,0,"1,605","25,281",506,834,"80,039",0,"48,337","30,785","7,573","23,607",0,0,"3,030","1,06,681",83,"9,663","2,29,759","50,65,66,218","27,11,17,737","6,94,60,677","13,31,81,874",0,0,"2,64,25,798","44,70,10,172","12,10,412","2,75,31,937","1,48,25,04,825","24,96,32,200","15,45,60,952","3,62,57,378","10,14,21,540",0,0,"1,66,23,512","47,20,27,556","4,18,906","4,27,72,477","1,07,37,14,521","68,77,123","63,29,40,416","39,16,92,294","8,10,85,029","18,00,67,415",0,0,0,"1,88,27,904","60,95,84,051",0,"3,20,04,395",0,0,0,"2,05,35,169","1,97,36,13,796","1,69,65,475",0,0,"1,81,51,490","3,51,16,965","12,32,58,002","5,09,51,870","2,46,33,026","5,45,35,999",0,0,"2,42,21,406","32,76,05,167",0,"1,25,17,045","61,77,22,515","1,38,42,429","55,24,26,336",0,"-5,35,043",0,0,0,0,"4,09,13,635","34,83,63,521",0,0,0,0,0,0,0,0,0,0,0,0,0
106250956,MODOC MEDICAL CENTER,2018R1,04-01-2017,03/31/2018,Open,Modoc,1,201,City/County,Comparable,Teaching,530-233-5131,228 WEST MCDOWELL AVENUE,ALTURAS,96101,KEVIN KRAMER,87,87,49,133,14,8,60,0,0,20,0,0,15,250,57,679,49,793,"9,679",0,0,50,0,0,"1,004","12,254","11,660","11,962",830,356,"10,439",0,0,"7,862",0,0,"1,615","33,064","19,84,315","1,71,577","3,93,202","35,78,767",0,0,"1,32,298",0,0,"2,58,837","65,18,996","80,27,145","7,33,873","2,95,377","68,13,175",0,0,"43,00,048",0,0,"14,35,969","2,16,05,587","7,30,936","38,29,663","3,60,726","2,74,175","39,64,719","-21,450",0,0,"17,37,606",0,0,0,0,0,0,"3,02,864","1,11,79,239",0,"1,60,342",0,0,"1,60,342","61,81,797","5,44,724","4,35,843","65,87,565",0,0,"26,94,740",0,0,"6,61,017","1,71,05,686","3,13,876","1,80,12,379",0,"25,74,285",0,0,0,0,"32,90,839","64,39,490",0,0,0,0,0,0,0,0,0,0,0,0,0
